CRASH DATE,CRASH TIME,CRASH_DATETIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,COLLISION_ID,UNIQUE_ID,PERSON_ID,PERSON_TYPE,PERSON_INJURY,VEHICLE_ID,PERSON_AGE,EJECTION,EMOTIONAL_STATUS,BODILY_INJURY,POSITION_IN_VEHICLE,SAFETY_EQUIPMENT,COMPLAINT,PED_ROLE,PERSON_SEX,YEAR,INJURY_TYPE
2018-12-24,19:45:00,2018-12-24 19:45:00,BRONX,10469,40.87686,-73.85976,"(40.87686, -73.85976)",BRONXWOOD AVENUE,TILDEN STREET,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,DRIVER INATTENTION/DISTRACTION,SEDAN,SEDAN,4051767,9696317,61B2C10F-8413-4660-85EF-C4AF7A168621,OCCUPANT,UNSPECIFIED,18865835.0,18.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,"MIDDLE FRONT SEAT, OR PASSENGER LYING ACROSS A SEAT",LAP BELT,DOES NOT APPLY,PASSENGER,F,2018,MOTORIST
2018-12-27,21:40:00,2018-12-27 21:40:00,NONE,,40.609985,-73.96239,"(40.609985, -73.96239)",,,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,UNSPECIFIED,SEDAN,SEDAN,4053409,9630531,4AA0DFBB-44D2-4053-ADF9-5D216EF3988C,OCCUPANT,UNSPECIFIED,18833167.0,,,,,,,,REGISTRANT,,2018,MOTORIST
2018-12-31,13:15:00,2018-12-31 13:15:00,NONE,,40.716,-73.74546,"(40.716, -73.74546)",HEMPSTEAD AVENUE,JAMAICA AVENUE,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,4055832,9745774,8A0F4754-E617-47D4-87D0-1A509F3D3A3F,OCCUPANT,UNSPECIFIED,18890555.0,18.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,"FRONT PASSENGER, IF TWO OR MORE PERSONS, INCLUDING THE DRIVER, ARE IN THE FRONT SEAT",LAP BELT & HARNESS,DOES NOT APPLY,PASSENGER,M,2018,MOTORIST
2018-12-22,14:50:00,2018-12-22 14:50:00,BRONX,10458,40.86028,-73.89405,"(40.86028, -73.89405)",MARION AVENUE,EAST 188 STREET,0.0,0.0,0,0,0,0,0,0,OTHER VEHICULAR,FOLLOWING TOO CLOSELY,SEDAN,TAXI,4050836,9523735,C44C81BE-5624-4CCC-9C50-51972D29F259,OCCUPANT,UNSPECIFIED,18780318.0,38.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,"FRONT PASSENGER, IF TWO OR MORE PERSONS, INCLUDING THE DRIVER, ARE IN THE FRONT SEAT",LAP BELT & HARNESS,DOES NOT APPLY,PASSENGER,F,2018,MOTORIST
2018-12-18,18:52:00,2018-12-18 18:52:00,BROOKLYN,11229,40.606216,-73.95393,"(40.606216, -73.95393)",AVENUE R,EAST 19 STREET,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,SEDAN,STATION WAGON/SPORT UTILITY VEHICLE,4047692,9622247,3A418F17-7FE8-44E6-944E-59888F504CCA,OCCUPANT,UNSPECIFIED,18829043.0,44.0,,,,,,,REGISTRANT,F,2018,MOTORIST
2018-12-16,14:44:00,2018-12-16 14:44:00,STATEN ISLAND,10312,40.55901,-74.16565,"(40.55901, -74.16565)",RIDGEWOOD AVENUE,OPP COURT,0.0,0.0,0,0,0,0,0,0,BACKING UNSAFELY,UNSPECIFIED,SEDAN,STATION WAGON/SPORT UTILITY VEHICLE,4045960,9687492,D31A9FC3-959F-4F3C-9B5A-B499F1A66D65,OCCUPANT,UNSPECIFIED,18861404.0,75.0,,,,,,,REGISTRANT,M,2018,MOTORIST
2018-12-08,09:45:00,2018-12-08 09:45:00,BRONX,10466,40.89725,-73.855255,"(40.89725, -73.855255)",EAST 237 STREET,WHITE PLAINS ROAD,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,DRIVER INATTENTION/DISTRACTION,SEDAN,PICK-UP TRUCK,4040637,9685122,27B27166-ABA3-4307-B101-2289E7BECCA6,OCCUPANT,UNSPECIFIED,18860215.0,48.0,,,,,,,REGISTRANT,M,2018,MOTORIST
2018-12-15,12:20:00,2018-12-15 12:20:00,MANHATTAN,10002,40.716476,-73.99283,"(40.716476, -73.99283)",ELDRIDGE STREET,HESTER STREET,0.0,0.0,0,0,0,0,0,0,DRIVER INEXPERIENCE,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,4045646,9471909,63A74151-C18B-4709-9E51-C5A04D48A38C,OCCUPANT,UNSPECIFIED,18754801.0,59.0,,,,,,,REGISTRANT,M,2018,MOTORIST
2018-12-12,12:00:00,2018-12-12 12:00:00,NONE,,40.709225,-73.843155,"(40.709225, -73.843155)",METROPOLITAN AVENUE,UNION TURNPIKE,0.0,0.0,0,0,0,0,0,0,FOLLOWING TOO CLOSELY,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,4043294,9565861,98763D5F-442E-4E55-B4BE-6FF809563911,OCCUPANT,UNSPECIFIED,18801329.0,32.0,,,,,,,REGISTRANT,M,2018,MOTORIST
2018-12-31,14:15:00,2018-12-31 14:15:00,BRONX,10461,40.84477,-73.846565,"(40.84477, -73.846565)",,,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,4055285,9522555,75F92C0D-EF6A-4EE6-8414-CB6287F0395C,OCCUPANT,UNSPECIFIED,18779745.0,27.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2018,MOTORIST
2018-12-14,04:40:00,2018-12-14 04:40:00,NONE,,40.64606,-74.01648,"(40.64606, -74.01648)",3 AVENUE,,1.0,0.0,0,0,0,0,1,0,UNSPECIFIED,UNSPECIFIED,SEDAN,SEDAN,4044419,9621469,1B1ADA47-B5A2-45FC-A390-BB024459C15E,OCCUPANT,UNSPECIFIED,18828667.0,41.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2018,MOTORIST
2018-12-18,19:30:00,2018-12-18 19:30:00,MANHATTAN,10024,40.788418,-73.97077,"(40.788418, -73.97077)",WEST 89 STREET,COLUMBUS AVENUE,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,SEDAN,TAXI,4047713,9232121,35D78EC3-F07B-4541-8671-0C73E9AD1B8C,OCCUPANT,UNSPECIFIED,18637231.0,0.0,,,,,,,REGISTRANT,,2018,MOTORIST
2018-12-27,08:00:00,2018-12-27 08:00:00,NONE,,40.62368,-74.028,"(40.62368, -74.028)",4 AVENUE,85 STREET,2.0,0.0,0,0,0,0,2,0,FAILURE TO YIELD RIGHT-OF-WAY,UNSPECIFIED,SEDAN,SEDAN,4055638,9622260,020D12D5-77E6-4EFE-AAC5-4E815DC5C7FE,OCCUPANT,UNSPECIFIED,18829048.0,54.0,,,,,,,REGISTRANT,M,2018,MOTORIST
2018-12-11,13:44:00,2018-12-11 13:44:00,QUEENS,11377,40.74578,-73.911255,"(40.74578, -73.911255)",53 STREET,SKILLMAN AVENUE,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,4042614,9717040,EA969634-2DAE-417D-B407-81FB35F2A4FA,OCCUPANT,UNSPECIFIED,18876290.0,46.0,,,,,,,REGISTRANT,M,2018,MOTORIST
2018-12-29,14:00:00,2018-12-29 14:00:00,BROOKLYN,11239,40.65317,-73.866875,"(40.65317, -73.866875)",GATEWAY DRIVE,ERSKINE STREET,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,SEDAN,SEDAN,4054296,9735811,DAEDCB40-5F96-4BB8-BB90-1986437E85EB,OCCUPANT,UNSPECIFIED,18885712.0,58.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,"LEFT REAR PASSENGER, OR REAR PASSENGER ON A BICYCLE, MOTORCYCLE, SNOWMOBILE",LAP BELT & HARNESS,DOES NOT APPLY,PASSENGER,F,2018,MOTORIST
2018-12-13,11:18:00,2018-12-13 11:18:00,NONE,,40.57257,-74.169876,"(40.57257, -74.169876)",,,0.0,0.0,0,0,0,0,0,0,BACKING UNSAFELY,UNSPECIFIED,SEDAN,STATION WAGON/SPORT UTILITY VEHICLE,4044020,9664011,5DEC009F-5D49-437B-8E5A-DAF72B556EBA,OCCUPANT,UNSPECIFIED,18849810.0,75.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2018,MOTORIST
2018-12-14,07:02:00,2018-12-14 07:02:00,NONE,,40.736694,-73.90819,"(40.736694, -73.90819)",LAUREL HILL BOULEVARD,58 PLACE,1.0,0.0,0,0,0,0,1,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,FLAT BED,STATION WAGON/SPORT UTILITY VEHICLE,4044601,9717994,A9A3D4A2-8B58-47A3-B39E-0EA14F04B96F,OCCUPANT,UNSPECIFIED,18876781.0,36.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,UNKNOWN,DOES NOT APPLY,DRIVER,M,2018,MOTORIST
2018-12-19,19:13:00,2018-12-19 19:13:00,QUEENS,11413,40.665634,-73.758156,"(40.665634, -73.758156)",SOUTH CONDUIT AVENUE,SPRINGFIELD BOULEVARD,0.0,0.0,0,0,0,0,0,0,UNSAFE LANE CHANGING,UNSPECIFIED,SEDAN,STATION WAGON/SPORT UTILITY VEHICLE,4048400,9743685,E08415ED-240D-4713-849D-6DC2B7CFEA93,OCCUPANT,UNSPECIFIED,18889570.0,65.0,,,,,,,REGISTRANT,F,2018,MOTORIST
2018-12-31,09:15:00,2018-12-31 09:15:00,QUEENS,11378,40.71965,-73.911194,"(40.71965, -73.911194)",,,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,TRACTOR TRUCK GASOLINE,STATION WAGON/SPORT UTILITY VEHICLE,4055158,9702242,1CEA7820-8322-43DD-BF07-5B808C38DAD3,OCCUPANT,UNSPECIFIED,18868806.0,32.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,,DOES NOT APPLY,DRIVER,M,2018,MOTORIST
2018-12-22,06:35:00,2018-12-22 06:35:00,MANHATTAN,10016,40.75022,-73.979065,"(40.75022, -73.979065)",EAST 39 STREET,PARK AVENUE,0.0,0.0,0,0,0,0,0,0,OTHER VEHICULAR,,STATION WAGON/SPORT UTILITY VEHICLE,,4050212,9626621,E1A648A2-51E1-4ACF-94DB-953FFBE9652B,OCCUPANT,UNSPECIFIED,18831229.0,0.0,,,,,,,REGISTRANT,U,2018,MOTORIST
2018-12-22,19:45:00,2018-12-22 19:45:00,BROOKLYN,11207,40.686417,-73.9087,"(40.686417, -73.9087)",COOPER STREET,EVERGREEN AVENUE,0.0,0.0,0,0,0,0,0,0,TRAFFIC CONTROL DISREGARDED,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,4050577,9469965,51251A95-AC47-4235-BE2A-0CB9136E49EC,OCCUPANT,UNSPECIFIED,18753901.0,52.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2018,MOTORIST
2018-12-14,16:53:00,2018-12-14 16:53:00,MANHATTAN,10022,40.760365,-73.97377,"(40.760365, -73.97377)",MADISON AVENUE,EAST 54 STREET,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,BUS,4051614,9686534,E4E0AC70-D88A-4192-98AF-6A12ED756ECD,OCCUPANT,UNSPECIFIED,18860930.0,59.0,,,,,,,REGISTRANT,M,2018,MOTORIST
2018-12-21,20:11:00,2018-12-21 20:11:00,NONE,,40.645752,-73.981064,"(40.645752, -73.981064)",,,1.0,0.0,1,0,0,0,0,0,UNSPECIFIED,,SEDAN,,4050165,9623650,BE8E8648-C522-46EA-83AA-22A0342A9209,PEDESTRIAN,INJURED,,18.0,,CONSCIOUS,HEAD,,,MINOR BLEEDING,PEDESTRIAN,F,2018,PEDESTRIAN
2018-12-21,00:29:00,2018-12-21 00:29:00,NONE,,40.73715,-73.930824,"(40.73715, -73.930824)",GREENPOINT AVENUE,,1.0,0.0,0,0,0,0,1,0,FOLLOWING TOO CLOSELY,UNSPECIFIED,SEDAN,SEDAN,4049355,9719755,EBC14B36-ADC6-43AD-BFA8-F8687D7CD90C,OCCUPANT,INJURED,18877712.0,30.0,NOT EJECTED,CONSCIOUS,HEAD,DRIVER,LAP BELT & HARNESS,NONE VISIBLE,DRIVER,F,2018,MOTORIST
2018-12-08,14:25:00,2018-12-08 14:25:00,BROOKLYN,11207,40.6521,-73.88784,"(40.6521, -73.88784)",,,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,4044533,9731110,59724E2E-6FC8-4AA1-A9FF-F9D2BBF6FCCD,OCCUPANT,UNSPECIFIED,18883365.0,20.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,"FRONT PASSENGER, IF TWO OR MORE PERSONS, INCLUDING THE DRIVER, ARE IN THE FRONT SEAT",LAP BELT & HARNESS,DOES NOT APPLY,PASSENGER,F,2018,MOTORIST
2018-12-18,16:00:00,2018-12-18 16:00:00,QUEENS,11102,40.76615,-73.919785,"(40.76615, -73.919785)",33 STREET,30 AVENUE,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,4047660,9716502,E88F0AA6-00C7-40FC-97D5-382BA2D54181,OCCUPANT,UNSPECIFIED,18876021.0,,,,,,,,REGISTRANT,,2018,MOTORIST
2018-12-20,09:00:00,2018-12-20 09:00:00,QUEENS,11101,40.74413,-73.927055,"(40.74413, -73.927055)",38 STREET,QUEENS BOULEVARD,0.0,0.0,0,0,0,0,0,0,DRIVER INEXPERIENCE,UNSAFE SPEED,SEDAN,VAN,4048792,9719551,1D7C3E5D-6205-45DC-8694-7D1D232B4434,OCCUPANT,UNSPECIFIED,18877606.0,18.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,F,2018,MOTORIST
2018-12-17,19:00:00,2018-12-17 19:00:00,NONE,,40.73681,-73.952644,"(40.73681, -73.952644)",CLAY STREET,MC GUINNESS BOULEVARD,1.0,0.0,0,0,0,0,1,0,UNSPECIFIED,,SEDAN,,4046949,9471425,55BBFB2B-9F7B-4750-A8A7-FC0362A0FDB5,OCCUPANT,INJURED,18754573.0,39.0,NOT EJECTED,CONSCIOUS,BACK,DRIVER,UNKNOWN,INTERNAL,DRIVER,F,2018,MOTORIST
2018-12-14,18:10:00,2018-12-14 18:10:00,MANHATTAN,10001,40.74967,-73.99531,"(40.74967, -73.99531)",8 AVENUE,WEST 30 STREET,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,DRIVER INATTENTION/DISTRACTION,SEDAN,BOX TRUCK,4046495,9609950,D65395A8-EF18-4458-9CFA-358AF4AF9D2E,OCCUPANT,UNSPECIFIED,18823086.0,0.0,,,,,,,REGISTRANT,U,2018,MOTORIST
2018-12-14,03:40:00,2018-12-14 03:40:00,QUEENS,11413,40.651405,-73.758896,"(40.651405, -73.758896)",,,1.0,0.0,0,0,0,0,1,0,UNSPECIFIED,UNSPECIFIED,SEDAN,SEDAN,4044387,9742621,2BDACDD9-2DFA-49B9-A4B0-A62A0376A297,OCCUPANT,UNSPECIFIED,18889060.0,67.0,,,,,,,REGISTRANT,M,2018,MOTORIST
2018-12-20,15:26:00,2018-12-20 15:26:00,NONE,,40.833412,-73.85906,"(40.833412, -73.85906)",WESTCHESTER AVENUE,CROSS BRONX EXPRESSWAY,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,UNSPECIFIED,AMBULANCE,SEDAN,4049310,9683793,13602F9A-4E5B-4058-91C9-BA4AA9DC6D1F,OCCUPANT,UNSPECIFIED,18859576.0,38.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,"FRONT PASSENGER, IF TWO OR MORE PERSONS, INCLUDING THE DRIVER, ARE IN THE FRONT SEAT",LAP BELT & HARNESS,DOES NOT APPLY,PASSENGER,F,2018,MOTORIST
2018-12-25,20:10:00,2018-12-25 20:10:00,BROOKLYN,11206,40.701862,-73.94383,"(40.701862, -73.94383)",BROADWAY,WHIPPLE STREET,0.0,0.0,0,0,0,0,0,0,FAILURE TO YIELD RIGHT-OF-WAY,UNSPECIFIED,SEDAN,STATION WAGON/SPORT UTILITY VEHICLE,4052128,9659203,FEBB3FD4-6A62-422B-AF0D-5540623D8C3A,OCCUPANT,UNSPECIFIED,18847403.0,0.0,,,,,,,REGISTRANT,U,2018,MOTORIST
2018-12-26,19:15:00,2018-12-26 19:15:00,MANHATTAN,10018,40.752766,-73.983215,"(40.752766, -73.983215)",,,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,PASSENGER DISTRACTION,TAXI,STATION WAGON/SPORT UTILITY VEHICLE,4052697,9626480,B3C8D93D-105D-4052-A278-73DC8A295E21,OCCUPANT,UNSPECIFIED,18831163.0,34.0,,,,,,,REGISTRANT,M,2018,MOTORIST
2018-12-29,20:20:00,2018-12-29 20:20:00,BROOKLYN,11210,40.6323,-73.93702,"(40.6323, -73.93702)",ALBANY AVENUE,AVENUE H,0.0,0.0,0,0,0,0,0,0,BRAKES DEFECTIVE,UNSPECIFIED,SEDAN,SEDAN,4054470,9579374,BDEE0F83-BAC3-459E-93A2-A132C497A9BA,OCCUPANT,UNSPECIFIED,18808018.0,65.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT,DOES NOT APPLY,DRIVER,F,2018,MOTORIST
2018-12-30,22:27:00,2018-12-30 22:27:00,NONE,,40.598534,-74.16787,"(40.598534, -74.16787)",,,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,,STATION WAGON/SPORT UTILITY VEHICLE,,4054970,9681711,E6D825A9-ADCF-4BF5-839E-F060307D1C4F,OCCUPANT,UNSPECIFIED,18858586.0,22.0,,,,,,,REGISTRANT,F,2018,MOTORIST
2018-12-12,18:16:00,2018-12-12 18:16:00,NONE,,40.69423,-73.94608,"(40.69423, -73.94608)",TOMPKINS AVENUE,,0.0,0.0,0,0,0,0,0,0,FOLLOWING TOO CLOSELY,UNSPECIFIED,SEDAN,SEDAN,4047168,9445682,FE2D16BD-79B0-484F-9710-E659A81321D4,OCCUPANT,UNSPECIFIED,18741882.0,34.0,,,,,,,REGISTRANT,F,2018,MOTORIST
2018-12-11,11:00:00,2018-12-11 11:00:00,NONE,,40.828407,-73.84392,"(40.828407, -73.84392)",BRUCKNER BOULEVARD,ZEREGA AVENUE,0.0,0.0,0,0,0,0,0,0,REACTION TO UNINVOLVED VEHICLE,UNSPECIFIED,SEDAN,SEDAN,4042516,9675508,401E37CC-DD21-4EB5-BCAC-19D5A02606BA,OCCUPANT,UNSPECIFIED,18855533.0,41.0,,,,,,,REGISTRANT,F,2018,MOTORIST
2018-12-22,19:00:00,2018-12-22 19:00:00,STATEN ISLAND,10304,40.62826,-74.08039,"(40.62826, -74.08039)",VANDUZER STREET,WRIGHT STREET,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,4050548,9528120,03874A6A-36CD-4BDB-93B6-DD1218B737B9,OCCUPANT,UNSPECIFIED,18782509.0,56.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT,DOES NOT APPLY,DRIVER,M,2018,MOTORIST
2018-12-10,03:50:00,2018-12-10 03:50:00,NONE,,40.584625,-73.94713,"(40.584625, -73.94713)",BELT PARKWAY,,1.0,0.0,0,0,0,0,1,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,4047171,9610683,1CEC6206-E7C4-4C48-B2B3-49A1F152F56C,OCCUPANT,UNSPECIFIED,18823435.0,54.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2018,MOTORIST
2018-12-26,17:30:00,2018-12-26 17:30:00,NONE,,40.708374,-73.84271,"(40.708374, -73.84271)",JACKIE ROBINSON PKWY,,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,4052589,11256083,7FBD7138-C13E-4C55-86FB-C1B43EE1D6E5,OCCUPANT,UNSPECIFIED,19661039.0,3.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,RIGHT REAR PASSENGER OR MOTORCYCLE SIDECAR PASSENGER,CHILD RESTRAINT ONLY,DOES NOT APPLY,PASSENGER,F,2018,MOTORIST
2018-12-07,17:39:00,2018-12-07 17:39:00,BRONX,10456,40.830154,-73.91287,"(40.830154, -73.91287)",,,0.0,0.0,0,0,0,0,0,0,ANIMALS ACTION,,SEDAN,,4040616,9609433,602DC0E2-C3D6-4ABF-BADF-45501517D3D8,OCCUPANT,UNSPECIFIED,18822844.0,30.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,UNKNOWN,DOES NOT APPLY,DRIVER,M,2018,MOTORIST
2019-01-01,10:10:00,2019-01-01 10:10:00,BRONX,10458,40.86709,-73.88575,"(40.86709, -73.88575)",OLIVER PLACE,DECATUR AVENUE,1.0,0.0,1,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,,,,4061894,8935417,297E9D33-500A-4065-8BA0-DAA53EE6BDDF,OCCUPANT,UNSPECIFIED,18490541.0,26.0,,,,,,,REGISTRANT,F,2019,MOTORIST
2018-12-27,15:50:00,2018-12-27 15:50:00,NONE,,40.667236,-73.770004,"(40.667236, -73.770004)",BELT PARKWAY,,0.0,0.0,0,0,0,0,0,0,UNSPECIFIED,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,4053213,9745081,E109480A-B53E-48A8-B197-169723C0F6A0,OCCUPANT,UNSPECIFIED,18890239.0,48.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT & HARNESS,DOES NOT APPLY,DRIVER,M,2018,MOTORIST
2018-12-19,10:15:00,2018-12-19 10:15:00,NONE,,40.75228,-73.9897,"(40.75228, -73.9897)",WEST 36 STREET,,1.0,0.0,0,0,0,0,1,0,FOLLOWING TOO CLOSELY,UNSPECIFIED,TAXI,STATION WAGON/SPORT UTILITY VEHICLE,4048723,9617732,AA8F4136-ABE8-4375-8DBF-D30E12A5C3D4,OCCUPANT,INJURED,,50.0,,SHOCK,ELBOW-LOWER-ARM-HAND,,,COMPLAINT OF PAIN OR NAUSEA,OTHER,M,2018,MOTORIST
2018-12-31,17:30:00,2018-12-31 17:30:00,NONE,,40.851616,-73.93368,"(40.851616, -73.93368)",WEST 184 STREET,,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,4055610,9345974,44CCDFBA-2CE5-43CF-8265-8F67E88AAFCB,OCCUPANT,UNSPECIFIED,18693111.0,22.0,,,,,,,REGISTRANT,F,2018,MOTORIST
2018-12-18,10:06:00,2018-12-18 10:06:00,BROOKLYN,11219,40.64406,-73.99349,"(40.64406, -73.99349)",40 STREET,10 AVENUE,3.0,0.0,0,0,0,0,3,0,UNSPECIFIED,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,4047529,9616927,6E092186-A10E-442F-AF25-E9E73411B05B,OCCUPANT,UNSPECIFIED,18826451.0,63.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,LAP BELT,DOES NOT APPLY,DRIVER,M,2018,MOTORIST
2018-12-11,08:32:00,2018-12-11 08:32:00,BROOKLYN,11209,40.623997,-74.036736,"(40.623997, -74.036736)",87 STREET,COLONIAL ROAD,0.0,0.0,0,0,0,0,0,0,FAILURE TO YIELD RIGHT-OF-WAY,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,SEDAN,4042783,9593365,F343D8C1-1C09-4BE0-9E56-04DDB31B3976,OCCUPANT,UNSPECIFIED,18814968.0,,,,,,,,REGISTRANT,U,2018,MOTORIST
2019-01-02,08:30:00,2019-01-02 08:30:00,BRONX,10472,40.825882,-73.862854,"(40.825882, -73.862854)",,,0.0,0.0,0,0,0,0,0,0,OTHER VEHICULAR,UNSPECIFIED,SEDAN,BOX TRUCK,4060776,8937788,F02CC85D-80CA-40C0-AC61-68210C82600C,OCCUPANT,UNSPECIFIED,18491732.0,,,,,,,,REGISTRANT,,2019,MOTORIST
2018-12-18,14:30:00,2018-12-18 14:30:00,QUEENS,11366,40.731663,-73.78736,"(40.731663, -73.78736)",183 STREET,73 AVENUE,0.0,0.0,0,0,0,0,0,0,DRIVER INATTENTION/DISTRACTION,UNSPECIFIED,STATION WAGON/SPORT UTILITY VEHICLE,STATION WAGON/SPORT UTILITY VEHICLE,4047808,9710247,FD6ECCE9-E9BC-4CB8-9E31-F891CF2F44B8,OCCUPANT,UNSPECIFIED,18872833.0,0.0,,,,,,,REGISTRANT,M,2018,MOTORIST
2018-12-11,11:30:00,2018-12-11 11:30:00,MANHATTAN,10011,40.734783,-73.998726,"(40.734783, -73.998726)",WEST 10 STREET,AVENUE OF THE AMERICAS,0.0,0.0,0,0,0,0,0,0,PASSING TOO CLOSELY,UNSPECIFIED,BOX TRUCK,STATION WAGON/SPORT UTILITY VEHICLE,4043214,11172797,8D56C782-7973-4B0A-9D24-BCD88E43C3A6,OCCUPANT,UNSPECIFIED,19618645.0,33.0,NOT EJECTED,DOES NOT APPLY,DOES NOT APPLY,DRIVER,UNKNOWN,DOES NOT APPLY,DRIVER,M,2018,MOTORIST
